rk,NN,O 
delegation,IN,B-LEGAL
with,DT,O
regard,NN,O
to,DT,O
ban,NN,O
of,VBZ,O
lotteries,VBN,O
of,PRP$,O
other,NN,O
states,TO,O
by,VB,O
virtue,IN,O
of,NN,O
the,TO,O
provisions,NNS,O
contained,TO,O
in,NNS,O
section,CC,O
5,RB,O
of,IN,O
the,EX,O
act,VBZ,O
this,JJ,O
delegation,NN,B-LEGAL
of,IN,O
legislative,NN,B-LEGAL
power,TO,I-LEGAL
of,NN,O
the,IN,O
principal,NNS,O
to,IN,O
the,JJ,O
delegatee,NNS,O
would,IN,O
not,NN,O
amount,IN,O
to,DT,O
abdication,NNS,O
of,VBN,O
legislative,IN,B-LEGAL
power,NN,I-LEGAL
by,CD,O
the,IN,O
centre,DT,O
and,NN,O
it,DT,O
would,NN,O
not,IN,O
be,JJ,O
without,NN,O
any,IN,O
guidelines,DT,O
and,NN,O
would,TO,O
be,DT,O
sustainable,NN,O
in,MD,O
law,RB,O
if,VB,O
the,TO,O
concerned,NN,O
state,IN,O
may,JJ,O
ban,NN,O
a,IN,O
lottery,DT,O
in,NN,O
its,CC,O
own,PRP,O
state,MD,O
and,RB,O
of,VB,O
other,IN,O
states,DT,O
as,NNS,O
well,CC,O
what,MD,O
is,VB,O
true,JJ,O
with,IN,O
regard,NN,O
to,IN,O
the,DT,O
total,JJ,O
ban,NN,O
of,MD,O
lotteries,VB,O
of,DT,O
other,NN,O
states,IN,O
in,PRP$,O
our,JJ,O
view,NN,O
would,CC,O
also,IN,O
be,JJ,O
true,NNS,O
with,IN,O
regard,RB,O
to,WP,O
a,VBZ,O
particular,JJ,O
kind,IN,O
of,NN,O
lottery,TO,O
as,DT,O
the,JJ,O
delegation,NN,B-LEGAL
of,IN,I-LEGAL
power,NNS,I-LEGAL
has,IN,O
been,JJ,O
held,NNS,O
to,IN,O
be,PRP$,O
valid,NN,O
if,MD,O
the,RB,O
power,VB,O
by,JJ,O
the,IN,O
delegatee,NN,O
may,TO,O
be,DT,O
used,JJ,O
uniformly,NN,O
in,IN,O
its,NN,O
own,IN,O
state,DT,O
and,NN,O
also,IN,O
with,NN,O
regard,VBZ,O
to,VBN,O
the,VBN,O
other,TO,O
states,VB,O
in,JJ,O
the,IN,O
context,DT,O
of,NN,O
the,IN,O
facts,DT,O
and,NN,O
circumstances,MD,O
of,VB,O
the,VBN,O
case,RB,O
as,IN,O
fully,PRP$,O
detailed,JJ,O
above,NN,O
we,CC,O
hold,RB,O
that,IN,O
when,NN,O
the,TO,O
state,DT,O
of,JJ,O
kerala,NNS,O
may,IN,O
prohibit,DT,O
a,NN,O
particular,IN,O
kind,DT,O
of,NNS,O
lottery,CC,O
from,NNS,O
its,IN,O
own,DT,O
state,NN,O
it,IN,O
can,RB,O
prohibit,VBN,O
sale,IN,O
of,PRP,O
such,VBP,O
lottery,IN,O
from,WRB,O
any,DT,O
other,NN,O
state,IN,O
and,NN,O
that,MD,O
would,VB,O
not,DT,O
be,JJ,O
unsustainable,NN,O
in,IN,O
the,NN,O
eyes,IN,O
of,PRP$,O
law,JJ,O
nor,NN,O
it,PRP,O
could,MD,O
be,VB,O
against,NN,O
law,IN,O
as,JJ,O
held,NN,O
by,IN,O
this,DT,O
court,JJ,O
in,NN,O
br,CC,O
enterprises,DT,O
supra,MD,O
34,RB,O
we,VB,O
also,JJ,O
hold,IN,O
that,DT,O
it,NNS,O
is,IN,O
not,NN,O
a,CC,O
case,PRP,O
of,MD,O
abdication,VB,O
of,IN,O
legislative,NN,B-LEGAL
power,IN,I-LEGAL
and,VBN,O
would,IN,O
not,DT,O
be,NN,O
bereft,IN,O
of,NN,O
any,NNS,O
guidelines,VBP,O
if,CD,O
the,PRP,O
legislation,RB,B-LEGAL
banning,VBP,O
lotteries,IN,O
was,PRP,O
applied,VBZ,O
uniformly,RB,O
we,DT,O
on,NN,O
the,IN,O
interpretation,NN,B-LEGAL
of,IN,O
the,JJ,O
point,NN,O
on,CC,O
the,MD,O
issue,RB,O
of,VB,O
delegation,VBN,B-LEGAL
of,IN,O
essential,DT,O
legislative,NNS,B-LEGAL
power,IN,I-LEGAL
bereft,DT,O
of,NN,O
any,VBG,O
guidelines,NNS,O
hold,VBD,O
that,VBN,O
it,RB,O
is,PRP,O
not,IN,O
a,DT,O
case,NN,O
of,IN,O
abdication,DT,O
of,NN,O
the,IN,O
legislative,DT,B-LEGAL
power,NN,I-LEGAL
of,IN,O
the,NN,O
centre,IN,O
and,JJ,O
further,JJ,O
that,NN,O
if,NN,O
the,IN,O
ban,DT,O
on,NNS,O
the,VBP,O
online,IN,O
lottery,PRP,O
applies,VBZ,O
uniformly,RB,O
it,DT,O
would,NN,O
not,IN,O
be,NN,O
a,IN,O
case,DT,O
of,JJ,O
exercising,NN,O
power,IN,O
by,DT,O
a,NN,O
delegatee,CC,O
without,RB,O
any,IN,O
guidelines,IN,O
35,DT,O
in,NN,O
the,IN,O
case,DT,O
of,JJ,O
the,NN,O
senior,NNS,O
electric,IN,O
inspector,PRP,O
supra,MD,O
this,RB,O
court,VB,O
while,DT,O
considering,NN,O
as,IN,O
to,VBG,O
whether,NN,O
the,IN,O
doctrine,DT,O
of,NN,O
contemporanea,IN,O
expositio,DT,O
can,NNS,O
be,CD,O
applied,IN,O
in,DT,O
construing,NN,O
acts,IN,O
which,DT,O
are,JJ,O
comparatively,JJ,O
modern,NN,O
held,NN,O
as,DT,O
under,NN,O
the,IN,O
legal,VBG,O
position,IN,O
may,TO,O
be,IN,O
summarized,DT,O
thus,NN,O
the,IN,O
maxim,NN,O
contemporanea,NNS,O
expositio,MD,O
as,VB,O
laid,VBN,O
down,IN,O
by,VBG,O
coke,NNS,O
was,WDT,O
applied,VBP,O
to,RB,O
construing,JJ,O
ancient,VBN,O
statutes,IN,O
but,IN,O
not,DT,O
to,JJ,O
interpreting,NN,O
acts,MD,O
which,VB,O
are,VBN,O
comparatively,RB,O
modern,DT,O
there,NN,O
is,NN,O
a,NN,O
good,IN,O
reason,VBN,O
for,RP,O
this,IN,O
change,NN,O
in,VBD,O
the,VBN,O
mode,TO,B-LEGAL
of,VBG,I-LEGAL
interpretation,JJ,I-LEGAL
the,NNS,O
fundamental,CC,O
rule,RB,O
of,TO,O
construction,VBG,O
is,NNS,O
the,WDT,O
same,VBP,O
whether,RB,O
the,JJ,O
court,EX,O
is,VBZ,O
asked,DT,O
to,JJ,O
construe,NN,O
a,IN,O
provision,DT,O
of,NN,O
an,IN,O
ancient,DT,O
statute,NN,O
or,IN,O
that,NN,O
of,DT,O
a,JJ,O
modern,NN,O
one,IN,O
namely,NN,O
what,VBZ,O
is,DT,O
the,JJ,O
expressed,IN,O
intention,DT,O
of,NN,O
the,VBZ,O
legislature,VBN,O
it,TO,O
is,VB,O
perhaps,DT,O
difficult,NN,O
to,IN,O
attribute,DT,O
to,JJ,O
a,NN,O
legislative,CC,O
body,IN,O
functioning,IN,O
in,DT,O
a,JJ,O
static,CD,O
society,RB,O
that,WP,O
its,VBZ,O
intention,DT,O
was,JJ,O
couched,NN,O
in,IN,O
terms,DT,O
of,NN,O
considerable,PRP,O
breadth,VBZ,O
so,RB,O
as,JJ,O
to,TO,O
take,VB,O
within,TO,O
its,DT,O
sweep,JJ,O
the,NN,O
future,VBG,O
development,IN,O
comprehended,DT,O
by,JJ,O
the,NN,O
phraseology,IN,O
used,PRP$,O
it,NN,O
is,VBD,O
more,VBN,O
reasonable,IN,O
to,NNS,O
confine,IN,O
its,JJ,O
intention,NNS,O
only,RB,O
to,IN,O
the,TO,O
circumstances,VB,O
obtaining,IN,O
at,PRP$,O
the,NN,O
time,DT,O
the,NN,O
law,NN,O
was,VBN,O
made,IN,O
but,DT,O
in,NN,O
a,VBN,O
modern,PRP,O
progressive,VBZ,O
society,RBR,O
it,JJ,O
would,TO,O
be,VB,O
unreasonable,PRP$,O
to,NN,O
confine,RB,O
the,TO,O
intention,DT,O
of,NNS,O
a,VBG,O
legislature,IN,O
to,DT,O
the,NN,O
meaning,DT,O
attributable,NN,O
to,VBD,O
the,VBN,O
modern,CC,O
legislature,IN,O
to,DT,O
the,JJ,O
meaning,JJ,O
attributable,NN,O
to,PRP,O
the,MD,O
modern,VB,O
legislature,JJ,O
making,TO,O
laws,VB,O
to,DT,O
govern,NN,O
a,IN,O
society,DT,O
which,NN,O
is,TO,O
fast,DT,O
moving,NN,O
must,JJ,O
be,TO,O
presumed,DT,O
to,JJ,O
be,NN,O
aware,TO,O
of,DT,O
an,NN,O
enlarged,JJ,O
meaning,TO,O
the,DT,O
same,JJ,O
concept,NN,O
might,VBG,O
attract,NNS,O
with,TO,O
the,VB,O
march,DT,O
of,NN,O
time,WDT,O
and,VBZ,O
with,JJ,O
the,VBG,O
revolutionary,MD,O
changes,VB,O
brought,VBN,O
about,TO,O
in,VB,O
social,JJ,O
economic,IN,O
political,DT,O
and,JJ,O
scientific,NN,O
and,DT,O
other,JJ,O
field,NN,O
of,MD,O
human,VB,O
activity,IN,O
indeed,DT,O
unless,NN,O
a,IN,O
contrary,NN,B-LEGAL
intention,CC,I-LEGAL
appears,IN,O
an,DT,O
interpretation,JJ,B-LEGAL
should,NNS,O
be,VBN,O
given,RB,O
to,IN,O
the,JJ,O
words,JJ,O
used,JJ,O
to,CC,O
take,JJ,O
in,CC,O
new,JJ,O
facts,NN,O
and,IN,O
situations,JJ,O
if,NN,O
the,RB,O
words,IN,O
are,DT,O
capable,JJ,O
of,NN,O
comprehending,VBZ,O
them,DT,O
36,NN,O
in,MD,O
state,VB,O
v,VBN,O
sj,TO,O
choudhary,DT,O
supra,NNS,O
this,VBN,O
court,TO,O
in,VB,O
paragraph,IN,O
10,JJ,O
had,NNS,O
referred,CC,O
to,NNS,O
a,IN,O
passage,DT,O
contained,NNS,O
in,VBP,O
statutory,JJ,O
interpretation,IN,B-LEGAL
by,VBG,O
francis,PRP,O
bennion,CD,O
second,IN,O
edition,NN,O
for,NN,O
holding,NN,O
that,JJ,O
the,NN,O
indian,DT,O
evidence,NN,O
act,IN,O
1872,NN,O
is,CD,O
by,VBD,O
its,VBN,O
very,TO,O
nature,DT,O
is,NN,O
an,VBN,O
ongoing,IN,O
act,JJ,O
paragraph,NN,O
10,IN,O
of,JJ,O
the,NN,O
judgment,JJ,O
is,NN,O
reproduced,IN,O
below,VBG,O
2,IN,O
it,DT,O
is,JJ,O
presumed,NN,O
that,NN,O
parliament,CD,B-LEGAL
intends,VBZ,O
the,IN,O
court,PRP$,O
to,JJ,O
apply,NN,O
to,VBZ,O
an,DT,O
ongoing,JJ,O
act,NN,O
a,VBD,O
construction,CD,O
that,IN,O
continuously,DT,O
updates,NN,O
its,VBZ,O
wording,VBN,O
to,IN,O
allow,CD,O
for,PRP,O
changes,VBZ,O
since,VBN,O
the,IN,O
act,NN,O
was,VBZ,O
initially,DT,O
framed,NN,O
an,TO,O
updating,VB,O
construction,TO,O
while,DT,O
it,JJ,O
remains,NN,O
law,DT,O
it,NN,O
is,WDT,O
to,RB,O
be,VBZ,O
treated,PRP$,O
as,NN,O
always,TO,O
speaking,VB,O
this,IN,O
means,NNS,O
that,IN,O
in,DT,O
its,NN,O
application,VBD,O
on,RB,O
any,VBN,O
date,DT,O
the,JJ,O
language,NN,O
of,IN,O
the,PRP,O
act,VBZ,O
though,NN,O
necessarily,PRP,O
embedded,VBZ,O
in,TO,O
its,VB,O
own,VBN,O
time,IN,O
is,RB,O
nevertheless,VBG,O
to,DT,O
be,VBZ,O
construed,IN,O
in,IN,O
accordance,PRP$,O
with,NN,O
the,IN,O
need,DT,O
to,NN,O
treat,DT,O
it,NN,O
as,IN,O
current,DT,O
law,NN,O
in,IN,O
the,RB,O
comments,VBN,O
that,IN,O
follow,PRP$,O
it,JJ,O
is,NN,O
pointed,VBZ,O
out,RB,O
that,TO,O
an,VB,O
ongoing,VBN,O
act,IN,O
is,NN,O
taken,IN,O
to,DT,O
be,NN,O
always,TO,O
speaking,VB,O
it,PRP,O
is,IN,O
also,JJ,O
further,NN,O
stated,IN,O
thus,DT,O
in,NNS,O
construing,WDT,O
an,VBP,O
ongoing,PRP,O
act,VBZ,O
the,VBN,O
interpreter,RP,O
is,IN,O
to,DT,O
presume,JJ,O
that,NN,O
parliament,VBZ,B-LEGAL
intended,VBN,O
the,TO,O
act,VB,O
to,RB,O
be,VBG,O
applied,PRP,O
at,VBZ,O
any,RB,O
future,RB,O
time,VBN,O
in,RB,O
such,IN,O
a,VBG,O
way,DT,O
as,JJ,O
to,NN,O
give,DT,B-LEGAL
effect,NN,I-LEGAL
to,VBZ,I-LEGAL
the,TO,O
true,VB,O
original,DT,O
intention,NN,O
accordingly,VBD,O
the,DT,O
interpreter,NN,O
is,TO,O
to,VB,O
make,VBN,O
allowances,IN,O
for,DT,O
any,JJ,O
relevant,NN,O
changes,IN,O
that,JJ,O
have,DT,O
occurred,NN,O
since,IN,O
the,TO,O
act,VB,O
s,NN,O
passing,TO,O
in,DT,O
law,JJ,O
social,JJ,O
conditions,NN,O
technology,RB,O
the,DT,O
meaning,NN,O
of,VBZ,O
words,TO,O
and,VB,O
other,NNS,O
matters,IN,O
just,DT,O
as,JJ,O
the,NNS,O
us,WDT,O
constitution,VBP,O
is,VBN,O
regarded,IN,O
as,DT,O
a,NN,O
living,NN,O
constitution,VBG,O
so,IN,O
an,NN,O
ongoing,JJ,O
british,NNS,O
act,NN,O
is,DT,O
regarded,NN,O
as,IN,O
a,NNS,O
living,CC,O
act,JJ,O
that,NNS,O
today,RB,O
s,IN,O
construction,DT,O
involves,PRP,O
the,NN,O
supposition,VBZ,O
that,VBN,O
parliament,IN,B-LEGAL
was,DT,O
catering,NN,O
long,NN,O
ago,IN,O
for,DT,O
a,JJ,O
state,JJ,O
of,NN,O
affairs,VBZ,O
that,VBN,O
did,IN,O
not,DT,O
then,NN,O
exist,NN,O
is,IN,O
no,NN,O
argument,VBP,O
against,NN,O
that,VBZ,O
construction,DT,O
parliament,NN,B-LEGAL
in,IN,O
the,NN,O
wording,VBD,O
of,VBG,O
an,RB,O
enactment,RB,O
is,IN,O
expected,DT,O
to,NN,O
anticipate,IN,O
temporal,NNS,O
developments,WDT,O
the,VBD,O
drafter,RB,O
will,RB,O
try,VB,O
to,VBZ,O
foresee,DT,O
the,NN,O
future,IN,O
and,DT,O
allow,NN,O
for,NN,O
it,IN,O
in,DT,O
the,NN,O
wording,IN,O
an,DT,O
enactment,NN,O
of,VBZ,O
former,VBN,O
days,TO,O
is,VB,O
thus,JJ,O
to,NNS,O
be,DT,O
read,NN,O
today,MD,O
in,VB,O
the,TO,O
light,VB,O
of,DT,O
dynamic,NN,O
processing,CC,O
received,VB,O
over,IN,O
the,PRP,O
years,IN,O
with,DT,O
such,VBG,O
modification,DT,O
of,NN,O
the,IN,O
current,JJ,O
meaning,NNS,O
of,VBZ,O
its,RB,O
language,TO,O
as,VB,O
will,VBN,O
now,NN,O
give,IN,B-LEGAL
effect,DT,I-LEGAL
to,NN,I-LEGAL
the,IN,O
original,JJ,O
legislative,NN,O
intention,VBD,O
the,IN,O
reality,DT,O
and,NNS,O
effect,IN,O
of,JJ,O
dynamic,NN,O
processing,IN,O
provides,DT,O
the,JJ,O
gradual,NN,O
adjustment,IN,O
it,PRP$,O
is,NN,O
constituted,IN,O
by,MD,O
judicial,RB,O
interpretation,VB,B-LEGAL
year,NN,O
in,TO,O
and,DT,O
year,JJ,O
out,JJ,O
it,NN,O
also,DT,O
comprises,NN,O
processing,CC,O
by,NN,O
executive,IN,O
officials,JJ,O
37,NN,O
similarly,VBZ,O
in,DT,O
sil,JJ,O
import,NN,O
usa,PRP,O
supra,VBZ,O
this,VBN,O
court,IN,O
has,JJ,O
again,NN,O
reiterated,NN,O
as,IN,O
follows,CC,O
16,NN,O
francis,IN,O
bennion,PRP,O
in,RB,O
statutory,VBZ,O
interpretation,NN,B-LEGAL
has,IN,O
stressed,NN,O
the,NNS,O
need,CD,O
to,RB,O
interpret,IN,O
a,JJ,O
statute,NN,O
by,JJ,O
making,NN,O
allowances,DT,O
for,NN,O
any,VBZ,O
relevant,RB,O
changes,VBN,O
that,IN,O
have,VBZ,O
occurred,CD,O
since,JJ,O
the,NN,O
act,IN,O
s,JJ,O
passing,NN,O
in,VBZ,O
law,VBN,O
social,DT,O
conditions,NN,O
technology,TO,O
the,VB,O
meaning,DT,O
of,NN,O
words,IN,O
and,VBG,O
other,NNS,O
matters,IN,O
17,DT,O
for,JJ,O
the,NNS,O
need,WDT,O
to,VBP,O
update,VBN,O
legislations,IN,O
the,DT,O
courts,NN,O
have,NN,O
the,VBG,O
duty,IN,O
to,NN,O
use,JJ,O
interpretative,NNS,O
process,NN,O
to,DT,O
the,NN,O
fullest,IN,O
extent,NNS,O
permissible,CC,O
by,JJ,O
the,NNS,O
enactment,CD,O
the,IN,O
following,DT,O
passage,NN,O
at,TO,O
p,VB,O
167,NNS,O
of,DT,O
the,NNS,O
above,VBP,O
book,DT,O
has,NN,O
been,TO,O
quoted,VB,O
with,JJ,O
approval,NN,O
by,TO,O
a,DT,O
three,JJS,O
judge,NN,O
bench,NN,O
of,IN,O
this,DT,O
court,NN,O
in,DT,O
state,JJ,O
v,NN,O
sj,IN,O
choudhary,JJ,O
it,CD,O
is,IN,O
presumed,DT,O
that,JJ,O
parliament,NN,B-LEGAL
intends,VBZ,O
the,VBN,O
court,VBN,O
to,IN,O
apply,NN,O
to,IN,O
an,DT,O
ongoing,CD,O
act,NN,O
a,NN,O
construction,IN,O
that,DT,O
continuously,NN,O
updates,IN,O
its,NN,O
wording,NN,O
to,NN,O
allow,NN,O
for,PRP,O
changes,VBZ,O
since,VBN,O
the,IN,O
act,NN,O
was,VBZ,O
initially,DT,O
framed,NN,O
an,TO,O
updating,VB,O
construction,TO,O
while,DT,O
it,JJ,O
remains,NN,O
law,DT,O
it,NN,O
is,WDT,O
to,RB,O
be,VBZ,O
treated,PRP$,O
as,NN,O
always,TO,O
speaking,VB,O
this,IN,O
means,NNS,O
that,IN,O
in,DT,O
its,NN,O
application,VBD,O
on,RB,O
any,VBN,O
date,DT,O
the,JJ,O
language,NN,O
of,IN,O
the,PRP,O
act,VBZ,O
though,NN,O
necessarily,PRP,O
embedded,VBZ,O
in,TO,O
its,VB,O
own,VBN,O
time,IN,O
is,RB,O
nevertheless,VBG,O
to,DT,O
be,VBZ,O
construed,IN,O
in,IN,O
accordance,PRP$,O
with,NN,O
the,IN,O
need,DT,O
to,NN,O
treat,DT,O
it,NN,O
as,IN,O
current,DT,O
law,NN,O
38,IN,O
with,RB,O
the,VBN,O
ongoing,IN,O
development,PRP$,O
in,JJ,O
the,NN,O
field,VBZ,O
of,RB,O
science,TO,O
and,VB,O
technology,VBN,O
even,IN,O
though,NN,O
the,IN,O
online,DT,O
lotteries,NN,O
were,TO,O
not,VB,O
in,PRP,O
vogue,IN,O
in,JJ,O
1998,NN,O
when,CD,O
the,IN,O
parliament,DT,B-LEGAL
had,VBG,O
passed,NN,O
the,IN,O
act,DT,O
it,NN,O
came,IN,O
into,NN,O
existence,CC,O
at,NN,O
a,RB,O
later,IN,O
point,DT,O
of,JJ,O
time,NNS,O
the,VBD,O
principles,RB,O
laid,IN,O
down,NN,O
by,IN,O
this,CD,O
court,WRB,O
in,DT,O
br,NN,O
enterprises,VBD,O
supra,VBN,O
would,DT,O
apply,NN,O
to,PRP,O
the,VBD,O
paper,IN,O
lotteries,NN,O
which,IN,O
were,DT,O
in,JJ,O
existence,NN,O
at,IN,O
that,NN,O
point,DT,O
of,NNS,O
time,VBD,O
the,RB,O
principles,IN,O
laid,DT,O
down,NN,O
therein,IN,O
would,NN,O
also,NNS,O
apply,RB,O
to,MD,O
online,VB,O
lotteries,TO,O
or,DT,O
internet,NN,O
lotteries,NNS,O
by,WDT,O
treating,VBD,O
them,IN,O
as,NN,O
a,IN,O
separate,DT,O
class,NN,O
the,IN,O
principle,NN,O
laid,DT,O
down,NNS,O
therein,VBP,O
is,RP,O
that,RB,O
if,MD,O
the,RB,O
state,VB,O
government,TO,O
has,VB,O
to,NNS,O
prohibit,CC,O
any,NN,O
lottery,NNS,O
organized,IN,O
conducted,VBG,O
or,PRP,O
promoted,IN,O
by,DT,O
every,JJ,O
other,NN,O
state,DT,O
it,NN,O
has,VBD,O
to,RB,O
prohibit,RB,O
the,VBZ,O
sale,IN,O
of,IN,O
its,DT,O
own,NN,O
lottery,NN,O
also,VBZ,O
meaning,TO,O
thereby,VB,O
if,DT,O
a,NN,O
paper,VBN,O
lottery,VBD,O
is,CC,O
being,VBN,O
prohibited,IN,O
by,DT,O
a,JJ,O
particular,NN,O
state,PRP,O
then,VBZ,O
that,TO,O
paper,VB,O
lottery,DT,O
has,NN,O
to,IN,O
be,PRP$,O
prohibited,JJ,O
as,NN,O
a,RB,O
whole,VBG,O
likewise,RB,O
if,IN,O
online,DT,O
or,NN,O
internet,NN,O
lottery,VBZ,O
is,VBG,O
to,VBN,O
be,IN,O
prohibited,DT,O
by,JJ,O
a,NN,O
state,RB,O
then,DT,O
that,NN,O
online,NN,O
lottery,VBZ,O
or,TO,O
internet,VB,O
lottery,VBN,O
of,IN,O
all,DT,O
states,JJ,O
including,NN,O
that,IN,O
state,NN,O
also,CC,O
has,NN,O
to,NN,O
be,VBZ,O
prohibited,TO,O
viewed,VB,O
from,VBN,O
this,IN,O
angle,DT,O
we,NN,O
are,RB,O
of,DT,O
the,JJ,O
considered,NN,O
opinion,CC,O
that,JJ,O
state,NN,O
of,IN,O
kerala,DT,O
was,NNS,O
well,VBG,O
within,IN,O
its,NN,O
rights,RB,O
to,VBZ,O
prohibit,TO,O
the,VB,O
sale,VBN,O
of,VBN,O
online,IN,O
or,DT,O
internet,NN,O
lotteries,PRP,O
in,VBP,O
its,IN,O
state,DT,O
and,VBN,O
there,NN,O
is,IN,O
no,NN,O
fault,IN,O
in,NN,O
it,VBD,O
it,RB,O
is,IN,O
well,PRP$,O
within,NNS,O
the,TO,O
powers,VB,O
conferred,DT,O
on,NN,O
it,IN,O
under,NN,O
section,CC,O
5,NN,O
of,NNS,O
the,IN,O
act,PRP$,O
a,NN,O
state,CC,O
government,EX,O
can,VBZ,O
organize,DT,O
conduct,NN,O
or,IN,O
promote,PRP,O
a,PRP,O
lottery,VBZ,O
subject,RB,O
to,IN,O
conditions,DT,O
mentioned,NNS,O
in,VBD,O
section,IN,O
4,PRP,O
and,IN,O
if,NN,O
there,CD,O
is,IN,O
any,DT,O
violation,NN,O
of,DT,O
the,NN,O
conditions,NN,O
mentioned,MD,O
in,VB,O
section,NN,O
4,CC,O
it,VB,O
would,DT,O
be,NN,O
always,NN,O
open,TO,O
to,NNS,O
the,VBN,O
state,IN,O
government,NN,O
to,CD,O
prohibit,CC,O
such,IN,O
lottery,EX,O
and,VBZ,O
that,DT,O
would,NN,O
be,IN,O
within,DT,O
the,NNS,O
legislative,VBN,B-LEGAL
power,IN,I-LEGAL
vested,NN,O
with,CD,O
the,PRP,O
state,MD,O
under,VB,O
section,RB,O
5,JJ,O
of,TO,O
the,DT,O
act,NN,O
as,NN,O
in,TO,O
that,VB,O
case,JJ,O
the,NN,O
state,CC,O
would,DT,O
be,MD,O
only,VB,O
complying,IN,O
with,DT,O
the,JJ,O
provisions,NN,O
of,VBN,O
the,IN,O
act,DT,O
made,NN,O
by,IN,O
the,NN,O
parliament,CD,B-LEGAL
the,IN,O
learned,DT,O
single,NN,O
judge,IN,O
while,IN,O
examining,DT,O
the,NN,O
facts,DT,O
of,NN,O
the,MD,O
case,VB,O
manner,RB,O
and,VBG,O
method,IN,O
in,DT,O
which,NNS,O
the,IN,O
sale,DT,O
of,NN,O
online,VBN,O
lotteries,IN,O
are,DT,O
conducted,NN,O
has,DT,O
already,VBN,O
held,JJ,O
that,NN,O
it,IN,O
violates,VBG,O
the,DT,O
provisions,NNS,O
contained,IN,O
in,DT,O
section,NN,O
4,NN,O
of,CC,O
the,NN,O
act,IN,O
in,WDT,O
fact,DT,O
during,NN,O
the,IN,O
course,JJ,O
of,NNS,O
arguments,VBP,O
no,VBN,O
effort,VBZ,O
was,RB,O
made,VBN,O
to,IN,O
dislodge,PRP,O
the,VBZ,O
findings,DT,O
recorded,NNS,O
by,VBN,O
the,IN,O
courts,NN,O
below,CD,O
the,IN,O
view,DT,O
adopted,NN,O
from,IN,O
the,NN,O
observation,IN,O
made,DT,O
by,NN,O
this,IN,O
court,NNS,O
in,DT,O
br,NN,O
enterprises,VBD,O
supra,VBN,O
in,TO,O
any,VB,O
case,DT,O
is,NNS,O
possible,VBN,O
39,IN,O
in,DT,O
our,NNS,O
considered,IN,O
opinion,DT,O
learned,NN,O
single,VBN,O
judge,IN,O
of,DT,O
the,NN,O
high,VBN,O
court,IN,O
rightly,DT,O
mentioned,NN,O
in,IN,O
his,NN,O
judgment,NNS,O
that,VBP,O
in,IN,O
fairness,DT,O
it,NN,O
must,VBZ,O
be,JJ,O
conceded,CD,O
that,IN,O
section,PRP$,O
5,VBN,O
in,NN,O
the,VBN,O
light,JJ,O
of,NN,O
the,IN,O
interpretation,DT,B-LEGAL
in,JJ,O
br,NN,O
enterprises,RB,O
supra,VBN,O
admits,IN,O
two,PRP$,O
interpretations,NN,O
one,IN,O
is,IN,O
that,NN,O
the,PRP,O
state,MD,O
can,VB,O
prohibit,VBN,O
any,IN,O
form,NN,O
of,CD,O
lottery,IN,O
if,DT,O
only,NN,O
it,IN,O
is,DT,O
not,NN,O
running,IN,O
any,NN,O
lottery,NNS,O
at,VBP,O
all,NNS,O
the,CD,O
second,NNS,O
interpretation,CD,B-LEGAL
is,VBZ,O
that,IN,O
the,DT,O
state,NN,O
can,MD,O
prohibit,VB,O
a,DT,O
particular,NN,O
form,IN,O
of,NN,O
lottery,IN,O
if,JJ,O
it,PRP,O
is,VBZ,O
not,RB,O
running,VBG,O
that,DT,O
form,NN,O
of,IN,O
lottery,PDT,O
even,DT,O
if,JJ,O
it,NN,O
is,VBZ,O
running,IN,O
other,DT,O
types,NN,O
of,MD,O
lotteries,VB,O
the,DT,O
act,JJ,O
has,NN,O
been,IN,O
designedly,NN,O
made,IN,O
to,PRP,O
suppress,VBZ,O
the,RB,O
mischief,VBG,O
of,IN,O
lottery,NN,O
therefore,IN,O
we,NN,O
feel,RB,O
that,IN,O
an,PRP,O
interpretation,VBZ,B-LEGAL
which,VBG,O
advances,JJ,O
the,NNS,O
object,IN,O
of,NNS,O
the,DT,O
act,NN,O
should,VBZ,O
be,VBN,O
favoured,RB,O
that,VBN,O
means,TO,O
the,VB,O
state,DT,O
can,NN,O
prohibit,IN,O
online,NN,O
lotteries,IN,O
if,PRP,O
it,VBP,O
is,IN,O
not,DT,O
running,NN,O
the,WDT,O
said,VBZ,O
type,DT,O
of,NN,O
lotteries,IN,O
the,DT,O
decision,NN,O
in,MD,O
br,VB,O
enterprises,VBN,O
supra,DT,O
which,VBZ,O
was,DT,O
dealing,NN,O
with,MD,O
the,VB,O
prohibition,JJ,B-LEGAL
of,NNS,O
paper,IN,O
lotteries,PRP,O
does,VBZ,O
not,RB,O
stand,VBG,O
in,DT,O
the,VBD,O
way,NN,O
of,IN,O
accepting,NNS,O
such,DT,O
an,NN,O
interpretation,IN,B-LEGAL
accordingly,NN,O
the,NNS,O
main,VBD,O
challenge,WDT,O
against,VBD,O
the,VBG,O
impugned,IN,O
notification,DT,O
that,NN,O
it,IN,O
violates,NN,O
