ruma,NN,O 
an,NN,O
integral,IN,O
part,NN,O
of,CC,O
the,NN,O
industrial,MD,O
process,VB,O
and,IN,O
thereby,NN,O
denuding,CD,O
the,IN,O
state,NN,B-LEGAL
legislature,NN,I-LEGAL
of,PRP,O
its,VBZ,O
power,RB,O
to,JJ,O
make,TO,O
laws,VB,O
with,IN,O
respect,DT,O
to,NNS,O
subject,VBG,O
matters,TO,O
covered,NN,O
by,CC,O
either,NN,O
entries,WDT,O
in,MD,O
list,RB,O
ii,VB,O
mr,IN,O
ganguli,DT,O
contends,NN,O
that,IN,O
this,DT,O
court,NN,O
has,NN,O
consistently,IN,O
taken,NN,O
the,CD,O
view,IN,O
that,NN,O
the,NN,O
subject,VBZ,O
matter,DT,O
of,JJ,O
entry,NN,O
52,IN,O
of,NN,O
list,IN,O
i,NN,O
pertains,CD,O
to,IN,O
manufacture,NN,O
and,NN,O
production,WRB,O
activities,DT,O
and,NN,O
therefore,VBZ,O
it,DT,O
would,JJ,O
not,NN,O
be,VBD,O
appropriate,JJ,O
that,JJ,O
the,NN,O
word,IN,O
industry,DT,O
should,NN,O
have,MD,O
a,RB,O
wider,VB,O
meaning,NN,O
so,IN,O
as,NN,O
to,TO,O
include,VB,O
also,NNS,O
the,WDT,O
raw,MD,O
materials,VB,O
within,DT,O
the,JJ,O
same,NN,O
with,IN,O
reference,DT,O
to,JJ,O
the,NN,O
decisions,CC,O
of,RB,O
this,VBG,O
court,DT,O
in,NN,O
relation,NN,O
to,IN,O
law,PRP$,O
made,NN,O
by,TO,O
the,VB,O
parliament,NNS,B-LEGAL
regulating,IN,O
the,NN,O
mines,TO,O
and,JJ,O
minerals,NNS,O
development,VBN,O
mr,IN,O
ganguli,DT,O
contends,NNS,O
that,IN,O
the,NN,O
subject,NN,O
matter,NN,O
of,NN,O
entry,VBZ,O
54,IN,O
of,DT,O
list,NN,O
i,VBZ,O
is,RB,O
the,VBN,O
same,DT,O
as,NN,O
in,IN,O
entry,DT,O
23,JJ,O
of,NN,O
list,IN,O
ii,NN,O
and,CD,O
entry,IN,O
23,NN,O
of,NN,O
list,NNS,O
ii,TO,O
further,VB,O
provides,CC,O
that,NN,O
it,NNS,O
should,CC,O
be,NN,O
further,PRP,O
subject,MD,O
to,RB,O
the,VB,O
provisions,JJ,O
of,IN,O
list,DT,O
i,NN,O
with,NN,O
respect,MD,O
to,VB,O
regulation,DT,B-LEGAL
and,NN,O
development,NN,O
under,RB,O
the,IN,O
control,TO,B-LEGAL
of,VB,I-LEGAL
the,RB,I-LEGAL
union,DT,I-LEGAL
in,JJ,O
such,NNS,O
a,IN,O
case,DT,O
therefore,JJ,O
once,IN,O
the,NN,O
parliament,TO,B-LEGAL
makes,DT,O
a,NNS,O
declaration,IN,O
in,DT,O
section,NN,O
2,IN,O
of,NN,O
the,TO,O
mines,NN,O
and,VBN,O
minerals,IN,O
development,DT,O
and,NN,O
regulation,VBG,B-LEGAL
act,DT,O
then,NNS,O
all,CC,O
aspects,NNS,O
of,NN,O
regulations,NN,O
and,NN,O
minerals,VBZ,O
development,IN,O
even,DT,O
including,JJ,O
taxes,NN,O
on,IN,O
minerals,NN,O
are,CD,O
covered,IN,O
by,NN,O
the,NN,O
said,VBZ,O
declaration,DT,O
and,JJ,O
therefore,IN,O
the,IN,O
state,NN,B-LEGAL
legislature,CD,I-LEGAL
is,IN,O
denuded,NN,O
of,NN,O
its,CC,O
power,NN,O
to,CD,O
make,IN,O
laws,NN,O
with,NN,O
reference,RBR,O
to,VBZ,O
the,IN,O
subject,PRP,O
matter,MD,O
this,VB,O
has,RBR,O
been,JJ,O
so,TO,O
held,DT,O
in,NNS,O
baij,IN,O
nath,NN,O
kedia,NN,O
v,IN,O
state,NN,O
of,TO,O
bihar,NN,O
manu,CC,O
sc,NN,O
0352,IN,O
1969manu,DT,O
sc,NN,O
0352,IN,O
1969,DT,O
1970,NN,O
2scr100,IN,O
state,PDT,O
of,DT,O
orissa,NN,O
v,RB,O
ma,RB,O
tulloch,DT,O
manu,NN,O
sc,VBZ,O
0021,DT,O
1963manu,NN,O
sc,IN,O
0021,NN,O
1963,CD,O
1964,IN,O
4scr461,DT,O
india,NNS,O
cement,CC,O
v,NNS,O
state,NN,O
of,CC,O
tamil,NN,O
nadu,NN,O
manu,RB,O
sc,DT,O
0019,NNS,O
1990manu,IN,O
sc,NNS,O
0019,CC,O
1990,NNS,O
and,NN,O
orissa,RB,O
cement,VBG,O
ltd,NNS,O
v,IN,O
state,NNS,O
of,VBP,O
orissa,VBN,O
ors,IN,O
manu,DT,O
sc,VBD,O
0381,NN,O
1991manu,CC,O
sc,RB,O
0381,DT,O
1991,NN,O
1991,NN,O
2scr105,VBZ,O
but,VBN,O
the,IN,O
subject,PRP$,O
matter,NN,O
of,TO,O
entry,VB,O
52,NNS,O
of,IN,O
list,NN,O
i,TO,O
and,DT,O
the,JJ,O
subject,NN,O
matter,DT,O
comprised,VBZ,O
in,VBN,O
entry,RB,O
24,VBN,O
of,IN,O
list,JJ,O
ii,JJ,O
both,NN,O
relate,NN,O
to,NN,O
industry,IN,O
and,NN,O
entry,NN,O
24,NN,O
of,CD,O
list,CD,O
ii,NN,O
is,CD,O
subject,CD,O
to,CD,O
entry,CD,O
7,NN,O
and,IN,O
52,NN,O
of,NN,O
list,NN,O
i,NN,O
the,NN,O
state,NN,B-LEGAL
legislature,CD,I-LEGAL
could,CD,O
not,NN,O
have,CD,O
made,CD,O
a,CD,O
law,CD,O
in,JJ,O
exercise,NN,O
of,NN,O
power,NN,O
under,IN,O
entry,NN,O
24,NN,O
of,NN,O
list,NN,O
ii,CD,O
so,CD,O
as,NN,O
to,CD,O
make,CD,O
other,CC,O
entries,JJ,O
redundant,NN,O
according,NN,O
to,NN,O
mr,NN,O
ganguli,IN,O
the,JJ,O
expression,NNS,O
industry,VBP,O
cannot,JJ,O
have,CD,O
a,CD,O
wider,NN,O
meaning,CD,O
on,CD,O
the,CD,O
question,CD,O
of,CC,O
repugnancy,DT,B-LEGAL
mr,JJ,O
ganguli,NN,O
contends,IN,O
that,NN,O
the,CD,O
said,IN,O
question,NN,O
arises,NN,O
only,CC,O
when,DT,O
both,JJ,O
legislatures,NN,O
are,VBN,O
competent,IN,O
to,NN,O
enact,CD,O
the,IN,O
respective,NN,O
laws,NN,O
and,DT,O
the,VBP,O
two,TO,O
laws,NN,O
cover,CC,O
the,NN,O
same,CD,O
field,IN,O
if,NN,O
the,NN,O
two,VBZ,O
laws,JJ,O
are,TO,O
found,VB,O
to,CD,O
be,CC,O
operating,CD,O
in,IN,O
the,NN,O
same,IN,O
field,DT,O
and,NN,O
are,NN,O
also,MD,O
found,RB,O
to,VB,O
be,VBN,O
inconsistent,DT,O
with,NN,O
each,IN,O
other,NN,O
only,IN,O
then,NN,O
the,IN,O
law,NN,O
made,CD,O
by,IN,O
the,NN,O
parliament,NN,B-LEGAL
would,RB,O
prevail,IN,O
but,TO,O
that,VB,O
would,JJ,O
apply,NNS,O
only,VBP,O
when,VBG,O
the,TO,O
law,VB,O
made,VB,O
by,DT,O
the,NN,O
parliament,NN,B-LEGAL
and,MD,O
state,RB,B-LEGAL
legislature,VB,I-LEGAL
are,DT,O
both,NN,O
in,NN,O
respect,IN,O
of,DT,O
the,NN,O
same,IN,O
subject,NN,O
matter,NN,O
enumerated,NN,O
in,VBZ,O
the,IN,O
concurrent,DT,B-LEGAL
list,VBD,I-LEGAL
as,NN,O
was,NNS,O
held,RB,O
in,WRB,O
hoechest,DT,O
pharmaceutical,NNS,O
manu,VBP,O
sc,JJ,O
0392,TO,O
1983manu,VB,O
sc,DT,O
0392,JJ,O
1983,NNS,O
1985,CC,O
154itr64sc,DT,O
1985,CD,O
154itr64sc,NNS,O
even,VBP,O
in,DT,O
deep,JJ,O
chand,NN,O
s,IN,O
case,DT,O
the,CD,O
two,NNS,O
sets,VBP,O
of,VBN,O
laws,TO,O
made,VB,O
by,VBG,O
the,IN,O
state,DT,B-LEGAL
legislature,JJ,I-LEGAL
and,NN,O
the,CC,O
parliament,VBP,B-LEGAL
with,RB,O
respect,VBN,O
to,TO,O
the,VB,O
same,JJ,O
subject,IN,O
matter,DT,O
enumerated,JJ,O
in,RB,O
entry,RB,O
35,DT,O
of,NN,O
list,VBN,O
iii,IN,O
was,DT,O
under,NN,B-LEGAL
consideration,MD,I-LEGAL
and,VB,O
the,CC,O
court,DT,O
was,MD,O
examining,VB,O
the,RB,O
question,WRB,O
of,DT,O
repugnancy,NN,B-LEGAL
but,VBN,O
that,IN,O
will,DT,O
have,NN,O
no,CC,O
application,NN,O
to,NN,O
the,VBP,O
question,DT,O
involved,IN,O
in,NN,O
the,IN,O
present,DT,O
case,JJ,O
inasmuch,JJ,O
as,NN,O
the,VBN,O
state,IN,O
act,DT,O
falls,JJ,O
within,NN,O
the,IN,O
subject,VBD,O
matter,VBN,O
comprised,IN,O
under,JJ,O
entry,JJ,O
28,NN,O
of,NN,O
list,CD,O
ii,CD,O
in,NN,O
respect,CD,O
of,CD,O
which,CD,O
the,CD,O
state,CD,B-LEGAL
legislature,CD,I-LEGAL
enjoys,RB,O
the,IN,O
exclusive,JJ,O
power,NN,O
to,NN,O
make,NN,O
laws,DT,O
on,CD,O
an,NNS,O
analysis,IN,O
of,NNS,O
the,VBN,O
provisions,IN,O
of,DT,O
tobacco,NN,O
board,NN,O
act,CC,O
and,DT,O
section,NN,O
31,IN,O
thereof,NN,O
mr,TO,O
ganguli,DT,O
contends,JJ,O
that,JJ,O
the,NN,O
provisions,VBN,O
of,IN,O
tobacco,NN,O
act,CD,O
would,IN,O
operate,NN,O
only,NN,O
in,VBD,O
addition,IN,O
to,NN,O
other,CC,O
laws,DT,O
and,NN,O
therefore,VBD,O
that,VBG,O
act,DT,O
cannot,NN,O
be,IN,O
pressed,NN,O
into,CC,O
service,DT,O
to,MD,O
give,VB,O
an,DT,O
over,NN,O
riding,TO,O
effect,DT,O
over,NN,O
other,VBN,O
legislation,IN,B-LEGAL
including,DT,O
the,JJ,O
agricultural,NN,O
produce,JJ,O
markets,IN,O
act,DT,O
which,NN,O
has,NN,O
been,VBZ,O
enacted,IN,O
by,DT,O
the,JJ,O
competent,NN,O
state,VBN,B-LEGAL
legislature,IN,I-LEGAL
according,NN,O
to,CD,O
the,IN,O
learned,NN,O
counsel,NN,O
the,IN,O
two,NN,O
act,IN,O
over,WDT,O
lap,DT,O
only,NN,O
as,NN,O
regards,VBZ,O
sale,DT,O
and,JJ,O
purchase,NN,O
of,TO,O
tobacco,VB,O
within,NNS,O
the,IN,O
notified,DT,O
area,NN,O
and,IN,O
if,DT,O
auction,NNS,O
platform,IN,O
registered,NN,O
with,NN,O
board,NN,O
are,CC,O
held,NN,O
within,CD,O
the,NN,O
market,NN,O
area,NN,O
then,VBZ,O
the,IN,O
so,DT,O
called,NNS,O
conflict,IN,O
in,NN,O
the,NN,O
two,MD,O
acts,VB,O
can,RB,O
be,IN,O
easily,NN,O
avoided,TO,O
and,JJ,O
both,NNS,O
acts,CC,O
would,NN,O
be,IN,O
allowed,NN,O
to,MD,O
operate,RB,O
while,VB,O
market,VBN,O
committee,IN,O
would,NN,O
be,TO,O
entitled,VB,O
to,DT,O
levy,IN,O
fees,VBG,O
in,NN,O
respect,IN,O
of,JJ,O
sale,NN,O
and,VBG,O
purchase,DT,O
of,JJ,O
tobacco,NN,O
in,NNS,O
the,VBP,O
market,WDT,O
area,VBZ,O
for,VBN,O
the,VBN,O
services,IN,O
rendered,DT,O
including,NN,O
the,NN,O
entire,NN,O
infrastructure,VBG,O
the,TO,O
tobacco,DT,O
board,JJ,O
act,NN,O
can,DT,O
yet,CD,O
levy,NN,O
fee,IN,O
as,JJR,O
provided,RB,O
under,IN,O
tobacco,NNS,O
board,NN,O
act,CC,O
which,NN,O
would,IN,O
be,NN,O
a,IN,O
separate,DT,O
fee,JJ,O
for,NN,O
special,CC,O
services,IN,O
rendered,NN,O
by,NN,O
it,VBD,O
as,IN,O
determined,NN,O
by,VBP,O
the,VBN,O
central,IN,O
government,DT,O
under,NN,O
section,NN,O
14a,RB,O
and,DT,O
according,RB,O
to,JJ,O
the,NN,O
learned,IN,O
counsel,DT,O
this,CD,O
is,NNS,O
the,MD,O
only,VB,O
harmonious,RB,B-LEGAL
construction,VBN,I-LEGAL
which,CC,O
should,DT,O
be,NNS,O
and,MD,O
ought,VB,O
to,VBN,O
be,TO,O
made,VB,O
of,IN,O
the,NN,O
two,NN,O
provisions,MD,O
according,VB,O
to,VBN,O
mr,TO,O
ganguli,VB,O
the,NNS,O
majority,IN,O
decisions,NN,O
in,IN,O
itc,NN,O
case,CC,O
are,NN,O
in,IN,O
conflict,NN,O
with,IN,O
tika,DT,O
ram,NN,O
v,NN,O
state,IN,O
of,DT,O
up,NNS,O
manu,VBD,O
sc,VBG,O
0008,DT,O
1956manu,JJ,O
sc,NN,O
0008,DT,O
1956,NN,O
1956,NN,O
1scr393,NN,O
calcutta,MD,O
gas,RB,O
manu,VB,O
sc,NN,O
0105,IN,O
1961manu,VBN,O
sc,IN,O
0105,NN,O
1961,NN,O
1962,NN,O
supp,WDT,O
scr,MD,O
1,VB,O
kannan,DT,O
devan,JJ,O
hills,NN,O
manu,IN,O
sc,JJ,O
0543,NNS,O
1972manu,VBN,O
sc,IN,O
0543,PRP,O
1972,IN,O
1973,VBN,O
1scr356,IN,O
1973,DT,O
1scr356,JJ,O
ganga,NN,O
sugar,IN,O
manu,NN,O
sc,CD,O
0397,CC,O
1979manu,VBG,O
sc,TO,O
0397,DT,O
1979,JJ,O
1980,NN,O
1scr769,DT,O
1980,VBZ,O
1scr769,DT,O
b,RB,O
viswanathan,JJ,O
manu,NN,O
sc,WDT,O
0602,MD,O
1991manu,VB,O
sc,CC,O
0602,MD,O
1991,TO,O
1991,VB,O
1scr305,VBN,O
1991,IN,O
1scr305,DT,O
and,CD,O
therefore,NNS,O
the,VBG,O
said,TO,O
decisions,VB,O
must,VB,O
be,DT,O
held,NN,O
to,NNS,O
be,IN,O
erroneous,JJ,O
in,NN,O
fact,VBP,O
the,IN,O
minority,NN,O
view,IN,O
expressed,JJ,O
by,NN,O
justice,NN,O
mukherjee,NN,O
looking,IN,O
at,IN,O
the,NN,O
object,NN,O
of,CD,O
two,CD,O
act,NN,O
allowing,CD,O
both,CD,O
the,CD,O
act,CD,O
to,NN,O
operate,NN,O
in,NN,O
their,NN,O
respective,CD,O
fields,CD,O
should,NN,O
be,CD,O
upheld,CD,O
mr,CD,O
ganguli,NN,O
contended,VBD,O
that,CD,O
though,NNS,O
the,JJ,O
competence,NNS,O
of,VBP,O
the,JJ,O
parliament,CD,B-LEGAL
to,CD,O
make,NN,O
tobacco,CD,O
board,CD,O
act,CD,O
covering,CD,O
the,CD,O
field,CD,O
exclusively,NN,O
within,NN,O
the,NN,O
competence,NN,O
of,CD,O
the,CD,O
state,NN,B-LEGAL
legislature,CD,I-LEGAL
had,CD,O
not,CD,O
been,CD,O
assailed,CD,O
in,CD,O
any,NN,O
of,NN,O
these,NN,O
writ,NN,O
petitions,CD,O
but,CD,O
in,NN,O
view,CD,O
of,CD,O
the,CD,O
nature,CD,O
of,CD,O
controversy,CD,O
that,CC,O
has,RB,O
arisen,DT,O
and,VBD,O
the,NNS,O
arguments,MD,O
advanced,VB,O
in,VBN,O
the,TO,O
case,VB,O
leaves,JJ,O
no,IN,O
room,NN,O
for,DT,O
doubt,NN,O
that,NN,O
each,VBN,O
of,IN,O
the,NN,O
parties,NN,O
including,VBG,O
the,IN,O
central,DT,O
government,NN,O
as,IN,O
well,CD,O
as,NN,O
the,VBG,O
tobacco,CC,O
board,DT,O
had,NN,O
the,TO,O
opportunity,VB,O
of,IN,O
placing,PRP$,O
its,JJ,O
case,NNS,O
and,MD,O
therefore,VB,O
there,JJ,O
should,JJ,O
be,NN,O
no,VBD,O
fetter,IN,O
on,IN,O
the,DT,O
power,NN,O
of,IN,O
the,DT,O
court,NN,O
to,TO,O
decide,VB,O
the,NN,O
legislative,NN,B-LEGAL
competence,NN,I-LEGAL
of,VBG,O
the,DT,O
parliament,NN,B-LEGAL
in,RB,O
the,IN,O
case,DT,O
in,NN,O
hand,IN,O
182,DT,O
mr,NN,O
malhotra,NN,O
the,VBD,O
learned,RB,O
senior,VBN,O
counsel,VBN,O
appearing,IN,O
for,DT,O
the,IN,O
tobacco,DT,O
board,JJ,O
though,NNS,O
initially,CC,O
proceeded,IN,O
with,NN,O
the,IN,O
arguments,DT,O
that,NN,O
both,IN,O
acts,NN,O
could,WDT,O
be,VBZ,O
reconciled,VBN,O
but,CC,O
later,DT,O
on,NNS,O
categorically,VBD,O
submitted,IN,O
that,DT,O
the,NN,O
central,VBZ,O
legislation,DT,B-LEGAL
must,NN,O
prevail,IN,O
according,NN,O
to,IN,O
him,DT,O
the,IN,O
tobacco,DT,O
industry,NNS,O
got,VBG,O
lifted,DT,O
from,JJ,O
entry,NN,O
24,RB,O
of,RB,O
list,IN,O
ii,DT,O
to,NN,O
entry,NN,O
52,VBD,O
of,DT,O
list,NN,O
i,IN,O
and,VBG,O
the,PRP$,O
same,NN,O
must,CC,O
be,RB,O
held,EX,O
to,MD,O
be,VB,O
a,DT,O
special,NN,O
act,IN,O
dealing,DT,O
with,NN,O
tobacco,IN,O
industry,DT,O
right,NN,O
from,TO,O
the,VB,O
stage,DT,O
of,JJ,O
growing,NN,O
till,IN,O
it,DT,O
is,NN,O
exported,IN,O
this,DT,O
being,NN,O
a,IN,O
special,NN,O
act,CD,O
and,NN,O
the,VBD,O
market,DT,O
and,JJ,O
fairs,JJ,O
under,NN,O
entry,VBG,O
28,IN,O
being,DT,O
a,NN,O
general,NN,O
entry,IN,O
and,RB,O
agriculture,VBN,O
under,IN,O
entry,DT,O
14,NNS,O
of,IN,O
list,DT,O
ii,NNS,O
being,MD,O
a,VB,O
general,VBN,O
entry,CC,O
the,RBR,O
special,IN,O
act,RB,O
enacted,VBN,O
by,IN,O
the,DT,O
parliament,JJ,B-LEGAL
must,NN,O
prevail,MD,O
and,VB,O
there,VBG,O
is,TO,O
no,PRP,O
question,DT,O
of,NN,O
lack,NN,O
of,VBD,O
competence,VBN,O
of,IN,O
the,NN,O
parliament,CD,B-LEGAL
to,IN,O
enact,NN,O
the,NN,O
law,TO,O
in,VB,O
support,CD,O
of,IN,O
this,NN,O
contention,NN,O
reliance,CC,O
was,DT,O
placed,JJ,O
on,MD,O
the,VB,O
constitution,VBN,O
bench,TO,O
decision,VB,O
of,DT,O
this,JJ,O
court,NN,O
in,VBG,O
belsund,IN,O
sugar,NN,O
company,NN,O
limited,RB,O
manu,IN,O
sc,DT,O
0457,NN,O
1999manu,IN,O
sc,VBG,O
0457,NN,O
1999,PRP,O
air1999sc3125,VBZ,O
air1999sc3125,VBN,O
mr,DT,O
malhotra,VBG,O
relied,DT,O
upon,JJ,O
several,NN,O
decisions,CC,O
of,DT,O
the,NN,O
federal,CC,B-LEGAL
court,NNS,I-LEGAL
and,IN,O
this,NN,O
court,CD,O
and,VBG,O
contended,DT,O
that,JJ,O
entries,NN,O
in,CC,O
the,NN,O
schedule,IN,O
must,NN,O
be,CD,O
given,IN,O
its,NN,O
widest,NN,O
meaning,VBG,O
and,DT,O
it,JJ,O
would,NN,O
not,DT,O
be,JJ,O
a,NN,O
correct,VBN,O
approach,IN,O
to,DT,O
give,NN,O
a,MD,O
restricted,VB,O
meaning,CC,O
to,EX,O
the,VBZ,O
subject,DT,O
matter,NN,O
of,IN,O
legislation,NN,B-LEGAL
described,IN,O
in,NN,O
an,IN,O
entry,DT,O
in,NN,O
support,TO,O
of,VB,O
this,DT,O
contention,NN,O
he,IN,O
placed,NN,O
reliance,IN,O
on,DT,O
the,NN,O
decision,NN,O
of,VBD,O
the,VBN,O
federal,IN,B-LEGAL
court,DT,I-LEGAL
in,NN,O
the,NN,O
united,NN,O
provinces,IN,O
v,DT,O
atiqa,NN,O
begum,IN,O
and,NN,O
ors,NN,O
1940,NN,O
2,VBD,O
fcr110,NN,O
the,NN,O
first,CD,O
additional,CD,O
income,NN,O
tax,CD,O
officer,CD,O
mysore,NN,O
v,NN,O
hns,NN,O
iyengar,NN,O
manu,VBD,O
sc,IN,O
0200,JJ,O
1961manu,NNS,O
sc,IN,O
0200,DT,O
1961,JJ,O
1962,NN,O
44itr437sc,CC,O
chaturbhai,DT,O
m,NN,O
patel,CC,O
v,VBD,O
the,IN,O
union,NNS,O
of,IN,O
india,DT,O
and,NN,O
ors,MD,O
manu,VB,O
sc,VBN,O
0012,PRP$,O
1959manu,JJS,O
sc,NN,O
0012,CC,O
1959,PRP,O
19782elt297sc,MD,O
navinchandra,RB,O
mafatlal,VB,O
v,DT,O
the,JJ,O
commissioner,NN,O
of,TO,O
income,VB,O
tax,DT,O
bombay,JJ,O
city,NN,O
manu,TO,O
sc,DT,O
0070,JJ,O
1954manu,NN,O
sc,IN,O
0070,NN,O
1954,VBN,O
1954,IN,O
26itr758sc,DT,O
and,NN,O
zaverbhai,IN,O
amaidas,NN,O
v,IN,O
the,DT,O
state,NN,O
of,PRP,O
bombay,VBD,O
manu,NN,O
sc,IN,O
0040,DT,O
1954manu,NN,O
sc,IN,O
0040,DT,O
1954,JJ,O
1955,NN,O
1scr799,IN,O
the,DT,O
learned,JJ,O
counsel,NNS,O
also,VBP,O
contended,JJ,O
that,NN,O
it,CC,O
is,NNS,O
a,CD,O
cardinal,CD,O
rule,VBD,O
of,DT,O
interpretation,JJ,B-LEGAL
that,JJ,O
words,NN,O
in,NN,O
an,NN,O
entry,NN,O
should,NN,O
be,NN,O
given,NN,O
their,NN,O
ordinary,NN,O
natural,CD,O
and,CD,O
grammatical,NN,O
meaning,CD,O
subject,CD,O
to,CD,O
the,CD,O
rider,NN,O
that,NN,O
legislative,NN,O
entries,IN,O
are,DT,O
required,NN,O
to,IN,O
be,NN,O
interpreted,CC,O
broadly,NNS,O
and,VBP,O
widely,JJ,O
so,CD,O
as,CD,O
to,NN,O
give,CD,O
powers,CD,O
to,CD,O
the,JJ,O
legislatures,NN,O
to,IN,O
enact,DT,O
the,NN,O
law,IN,O
with,NN,O
respect,NN,O
to,NN,O
the,NN,O
matters,NN,O
enumerated,NN,O
in,CD,O
the,CD,O
legislative,NN,O
entries,CD,O
he,CD,O
places,CD,O
reliance,CD,O
on,CC,O
the,NNP,O
decision,VBP,O
of,IN,O
this,DT,O
court,NN,O
in,IN,O
rs,NN,O
rekhchand,NN,O
mohota,NN,O
manu,CD,O
sc,CD,O
0674,NN,O
1997manu,CD,O
sc,CD,O
0674,CD,O
1997,CD,O
air1997sc2591,DT,O
air1997sc2591,JJ,O
rai,NN,O
ramkrishna,RB,O
and,VBD,O
ors,IN,O
v,PRP,O
the,VBZ,O
state,DT,O
of,JJ,O
bihar,NN,O
manu,IN,O
sc,NN,O
0031,WDT,O
1963manu,NNS,O
sc,IN,O
0031,DT,O
1963,NN,O
1963,MD,O
50itr171sc,VB,O
and,VBN,O
indian,PRP$,O
aluminium,JJ,O
company,JJ,O
and,CC,O
ors,JJ,O
v,NN,O
state,NN,O
of,TO,O
kerala,DT,O
and,NN,O
ors,WDT,O
manu,JJ,O
sc,NNS,O
0370,VBP,O
1996manu,VBN,O
sc,TO,O
0370,VB,O
1996,VBN,O
1996,RB,O
2scr23,CC,O
he,RB,O
also,RB,O
referred,IN,O
to,TO,O
the,VB,O
case,NNS,O
of,TO,O
harakchand,DT,O
ratanchand,NNS,O
banthia,TO,O
manu,VB,O
sc,DT,O
0038,NN,O
1969manu,IN,O
sc,NN,O
0038,TO,O
1969,DT,O
1970,NNS,O
1scr479,VBN,O
1970,IN,O
1scr479,DT,O
which,JJ,O
had,NNS,O
been,PRP,O
relied,VBZ,O
upon,NN,O
by,IN,O
mr,DT,O
shanti,NN,O
bhushan,IN,O
in,DT,O
his,NN,O
arguments,IN,O
mr,NN,O
malhotra,NN,O
contends,NN,O
that,NN,O
the,NN,O
majority,CD,O
decision,CD,O
in,NN,O
itc,CD,O
case,CD,O
therefore,NN,O
must,NN,O
be,NN,O
held,NN,O
to,CC,O
be,NNS,O
correct,VBP,O
183,DT,O
the,NN,O
learned,IN,O
additional,NN,O
solicitor,NN,O
general,NN,O
mr,CD,O
trivedi,CD,O
appearing,NN,O
for,CD,O
the,CD,O
attorney,CD,B-LEGAL
general,CD,I-LEGAL
of,CC,O
india,JJ,O
placed,NN,O
before,NN,O
us,CC,O
the,NNS,O
process,VBP,O
of,NN,O
manufacture,IN,O
of,NN,O
tobacco,CC,O
and,NNS,O
indicated,VBP,O
how,JJ,O
tobacco,CD,O
is,CD,O
grown,NN,O
commercially,CD,O
to,CD,O
emphasise,CD,O
on,CD,O
the,PRP,O
issue,RB,O
he,VBD,O
contended,TO,O
that,DT,O
the,NN,O
tobacco,IN,O
industry,NN,O
having,NN,O
been,NN,O
notified,NN,O
to,NN,O
be,CD,O
a,CD,O
controlled,NN,O
industry,CD,O
it,CD,O
will,CD,O
be,CD,O
a,CD,O
disaster,CD,O
if,WDT,O
the,VBD,O
parliament,VBN,B-LEGAL
is,VBN,O
held,IN,O
to,IN,O
have,NN,O
no,NN,O
competence,NN,O
to,IN,O
make,PRP$,O
law,NNS,O
in,VBP,O
relation,JJ,O
to,VBZ,O
growing,IN,O
of,DT,O
tobacco,NN,O
or,NN,O
processing,IN,O
of,JJ,O
raw,NN,O
tobacco,NN,O
according,MD,O
to,VB,O
the,VBN,O
learned,TO,O
additional,VB,O
solicitor,JJ,O
general,CD,O
the,DT,O
trade,VBN,B-LEGAL
and,JJ,I-LEGAL
commerce,NN,I-LEGAL
in,JJ,O
product,NN,O
of,NN,O
control,VBG,O
industry,IN,O
being,DT,O
covered,NN,O
by,NN,O
entry,IN,O
33,NN,O
of,VBN,O
list,IN,O
i,PRP,O
the,DT,O
legislative,NN,B-LEGAL
power,IN,I-LEGAL
of,NN,O
the,IN,O
state,NN,O
is,CC,O
subordinate,VBD,O
to,WRB,O
the,NN,O
power,VBZ,O
of,VBN,O
the,RB,O
parliament,TO,B-LEGAL
in,VB,O
respect,IN,O
of,DT,O
list,NN,O
iii,PRP,O
he,VBD,O
further,IN,O
contended,DT,O
that,NN,O
the,NN,O
constitution,VBG,O
itself,VBN,O
has,VBN,O
specifically,TO,O
put,VB,O
down,DT,O
entries,JJ,O
in,NN,O
list,PRP,O
ii,MD,O
in,VB,O
which,DT,O
the,NN,O
power,IN,O
is,DT,O
expressed,NN,O
in,VBZ,O
general,VBN,O
terms,TO,O
but,VB,O
is,DT,O
made,NN,O
subject,TO,O
to,VB,O
the,NN,O
provisions,IN,O
of,NN,O
entries,TO,O
in,VBG,O
either,IN,O
list,NN,O
i,CC,O
or,NN,O
list,IN,O
iii,JJ,O
consequently,NN,O
no,VBG,O
anomaly,TO,O
will,DT,O
arise,VBN,O
in,JJ,O
holding,NN,O
exclusive,VBD,O
power,DT,O
with,NN,O
the,CC,O
parliament,NN,B-LEGAL
in,IN,O
respect,NN,O
of,IN,O
the,NN,O
subject,NN,O
coming,VBG,O
under,VBN,O
any,IN,O
entry,NN,O
in,CD,O
list,IN,O
i,NN,O
he,VBP,O
further,DT,O
contended,JJ,O
that,NN,O
tobacco,IN,O
board,DT,O
act,NN,O
covers,VBZ,O
the,JJ,O
entire,TO,O
field,DT,O
of,NN,O
tobacco,IN,O
industry,DT,O
and,NN,O
is,IN,O
within,NN,O
the,IN,O
competence,NN,O
of,NN,O
parliament,PRP,B-LEGAL
under,RB,O
entry,VBD,O
52,IN,O
of,DT,O
list,NN,O
i,PRP,O
tikaramji,VBZ,O
was,RB,O
